user_id,book_id,rating
18,35545737-a-walk-to-remember,4
427,19302.Pippi_Longstocking,4
421,11735983-insurgent,3
265,46787.Uncle_Tom_s_Cabin,5
146,862041.Harry_Potter_Series_Box_Set,1
400,41817486-a-clockwork-orange,4
463,233093.The_Cat_in_the_Hat,4
94,28921.The_Remains_of_the_Day,5
402,23919.The_Complete_Stories_and_Poems,5
316,37095.The_Shell_Seekers,4
226,41865.Twilight,4
450,29908754-the-zombie-room,3
119,2623.Great_Expectations,5
252,68428.The_Final_Empire,4
261,24113.G_del_Escher_Bach,4
97,6339664-hush-hush,2
63,8337.Little_House_in_the_Big_Woods,4
78,16729.Beach_Music,4
184,136251.Harry_Potter_and_the_Deathly_Hallows,5
146,2767793-the-hero-of-ages,4
402,9361589-the-night-circus,3
171,77197.Assassin_s_Apprentice,3
28,16640.The_Sorrows_of_Young_Werther,2
299,12497.No_Country_for_Old_Men,4
127,6192.Disgrace,3
407,12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,3
289,11408650-the-unbecoming-of-mara-dyer,4
76,4799.Cannery_Row,3
28,6149.Beloved,4
351,168642.In_Cold_Blood,4
402,773951.The_Story_of_Ferdinand,3
101,30236962-the-historian,3
477,1078.The_Good_Earth,4
340,4137.Me_Talk_Pretty_One_Day,3
482,6487308-fallen,3
46,14995.Odd_Thomas,4
275,40611510-the-last-lecture,4
353,7938275-the-hunger-games-trilogy-boxset,5
140,13928.Daughter_of_the_Forest,5
221,5886881-dark-places,4
418,41424.Beauty,5
248,320.One_Hundred_Years_of_Solitude,4
135,2865.Girl_with_a_Pearl_Earring,3
356,6149.Beloved,3
55,2767.A_People_s_History_of_the_United_States,3
40,99300.The_Yellow_Wallpaper_and_Other_Stories,5
55,460548.Go_Dog_Go_,5
474,9673436-the-invention-of-hugo-cabret,3
32,19089.Middlemarch,3
40,16793.Stardust,3
444,9293020-the-elephant-tree,4
476,18635016-the-one,3
455,22205.This_Lullaby,2
126,43889.Wizard_s_First_Rule,4
446,2248573.Brisingr,3
344,3.Harry_Potter_and_the_Sorcerer_s_Stone,4
131,3867.The_History_of_Love,3
283,17245.Dracula,2
159,32768522-carry-on,3
367,112204.The_Complete_Poems_of_Emily_Dickinson,3
442,7745.Fear_and_Loathing_in_Las_Vegas,5
17,6149.Beloved,5
12,862041.Harry_Potter_Series_Box_Set,4
294,1554.Oedipus_Rex,3
212,569564.The_Complete_Works,4
232,15925.The_Guardian,5
90,7745.Fear_and_Loathing_in_Las_Vegas,1
370,18423.The_Left_Hand_of_Darkness,5
206,227571.Peace_Like_a_River,4
480,33917.The_Namesake,3
345,140075.All_Together_Dead,5
84,88077.The_Magic_Mountain,4
6,38709.Holes,5
382,117833.The_Master_and_Margarita,5
120,8695.The_Restaurant_at_the_End_of_the_Universe,3
196,6892870-the-girl-who-kicked-the-hornet-s-nest,3
23,55030.Cosmos,3
275,188572.The_Complete_Sherlock_Holmes,5
139,6440.Ivanhoe,3
355,375802.Ender_s_Game,5
194,2052.The_Big_Sleep,4
51,19063.The_Book_Thief,4
307,12985.The_Tempest,1
354,3087.A_Room_with_a_View,3
44,186074.The_Name_of_the_Wind,3
123,12996.Othello,2
454,156538.North_and_South,2
83,3975774-evermore,3
368,4556058-the-last-olympian,3
429,135479.Cat_s_Cradle,4
198,9593911-pandemonium,3
430,15645.Inferno,4
292,3836.Don_Quixote,2
136,355697.All_Quiet_on_the_Western_Front,3
395,33676.Saving_the_World_and_Other_Extreme_Sports,2
299,33600.Shantaram,5
292,51738.Just_Listen,3
199,228560.Sophie_s_Choice,4
85,264.The_Portrait_of_a_Lady,4
222,11989.The_Plague,3
187,38447.The_Handmaid_s_Tale,3
283,7745.Fear_and_Loathing_in_Las_Vegas,5
474,50398.Northanger_Abbey,3
415,7604.Lolita,5
222,17333223-the-goldfinch,2
231,5659.The_Wind_in_the_Willows,3
246,5060378-the-girl-who-played-with-fire,3
173,41219.Possession,4
107,2802316-shadow-kiss,5
390,14942.Mrs_Dalloway,5
486,46945.Requiem_for_a_Dream,3
241,22034.The_Godfather,3
301,101299.The_Reader,3
465,1885.Pride_and_Prejudice,2
233,40593473-finding-hope-in-the-darkness-of-grief,4
52,51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,3
289,16096824-a-court-of-thorns-and-roses,3
416,3407877-the-forgotten-garden,2
476,13517535-thoughtless,4
350,37442.Wicked,5
411,6867.Atonement,3
109,514811.The_Secret_Magdalene,5
8,29588376-the-lies-of-locke-lamora,3
177,5203.She_s_Come_Undone,5
381,7805.Pale_Fire,3
44,47989.Night_Watch,5
295,4069.Man_s_Search_for_Meaning,4
140,40604658-jurassic-park,4
244,682804.The_Killer_Angels,3
221,36336078-call-me-by-your-name,4
247,13928.Daughter_of_the_Forest,5
430,3570231-at-grave-s-end,4
385,114345.The_Little_House_Collection,5
399,15241.The_Two_Towers,4
106,46756.Oryx_and_Crake,4
310,7869.The_Bourne_Identity,4
129,33.The_Lord_of_the_Rings,5
317,227571.Peace_Like_a_River,3
137,10959.Sophie_s_World,4
489,31338.Memnoch_the_Devil,3
453,24765.Specials,2
487,10441.The_Memory_Keeper_s_Daughter,5
248,10965.A_Breath_of_Snow_and_Ashes,3
224,36236124-fight-club,2
420,13651.The_Dispossessed,4
410,4982.The_Sirens_of_Titan,3
277,18692431-everything-everything,4
404,47021.The_Taming_of_the_Shrew,3
150,40495148-blindness,4
449,42899.Dark_Lover,5
440,243705.The_Collector,2
435,168642.In_Cold_Blood,5
66,8695.The_Restaurant_at_the_End_of_the_Universe,3
380,112750.Darkfever,4
249,5096.Wizard_and_Glass,3
65,7728.Antigone,3
254,54479.Around_the_World_in_Eighty_Days,4
336,18635016-the-one,4
76,7244.The_Poisonwood_Bible,2
160,50798.Jude_the_Obscure,5
231,31242.Bleak_House,4
257,280111.Holy_Bible,3
289,93.Heidi,4
75,25480342-a-monster-calls,5
225,407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,4
494,59716.To_the_Lighthouse,3
215,5.Harry_Potter_and_the_Prisoner_of_Azkaban,4
373,140082.Club_Dead,5
176,59219.The_Talisman,3
490,27712.The_Neverending_Story,5
315,527756.The_Man_Without_Qualities,4
242,690926.The_Twilight_Collection,3
79,135479.Cat_s_Cradle,2
228,35031085-frankenstein,4
356,7824322-between-shades-of-gray,5
313,102868.A_Study_in_Scarlet,4
409,332613.One_Flew_Over_the_Cuckoo_s_Nest,3
391,37793.A_Doll_s_House,4
270,67896.Tao_Te_Ching,5
71,7126.The_Count_of_Monte_Cristo,2
243,1852.The_Call_of_the_Wild,5
419,2722413-evernight,3
284,41804.I_Robot,3
488,7669.Timeline,1
381,18405.Gone_with_the_Wind,3
200,7745.Fear_and_Loathing_in_Las_Vegas,3
193,7728.Antigone,5
192,44790978-matching-configurations,2
338,27003.The_Eyre_Affair,2
374,13496084-point-of-retreat,4
94,1240662.Lover_Enshrined,4
309,33507.Twenty_Thousand_Leagues_Under_the_Sea,2
161,7090447-the-red-pyramid,4
119,5297.The_Picture_of_Dorian_Gray,4
446,11324204-houdini-heart,3
104,6137154-fire,4
378,10799.A_Farewell_to_Arms,3
455,3590.The_Adventures_of_Sherlock_Holmes,4
20,29127.The_Last_Unicorn,2
491,14743.The_God_Delusion,3
158,7126.The_Count_of_Monte_Cristo,2
55,13497.A_Feast_for_Crows,3
447,256683.City_of_Bones,3
283,10222.The_Far_Pavilions,5
204,11899.The_Hours,3
420,7445.The_Glass_Castle,3
440,1232.The_Shadow_of_the_Wind,3
470,12691.Marley_and_Me,3
342,37781.Things_Fall_Apart,3
131,285092.High_Fidelity,3
409,301082.Dead_Until_Dark,4
345,12395.Journey_to_the_End_of_the_Night,4
32,2122.The_Fountainhead,3
444,16735.The_Prince_of_Tides,4
276,40611463-the-clan-of-the-cave-bear,3
165,682804.The_Killer_Angels,3
67,228560.Sophie_s_Choice,4
44,304027.Lover_Unbound,3
160,6149.Beloved,1
304,6310.Charlie_and_the_Chocolate_Factory,4
17,16220184-crossroads-and-the-himalayan-crystals,2
366,3682.A_Great_and_Terrible_Beauty,3
332,5664985-along-for-the-ride,3
82,518848.Sabriel,3
102,5439.Interpreter_of_Maladies,4
458,397483.The_Devil_in_the_White_City,4
462,38296.The_Last_of_the_Mohicans,2
89,45032.Mansfield_Park,4
72,10614.Misery,3
443,12691.Marley_and_Me,4
82,11899.The_Hours,4
158,14201.Jonathan_Strange_Mr_Norrell,2
306,13079982-fahrenheit-451,4
92,5094.The_Drawing_of_the_Three,4
313,8852.Macbeth,3
143,110494.Living_Dead_in_Dallas,4
10,31242.Bleak_House,4
314,25480342-a-monster-calls,5
120,10637766-silence,5
332,16220184-crossroads-and-the-himalayan-crystals,2
115,8709527-bloodlines,4
291,529626.Sometimes_a_Great_Notion,5
20,256683.City_of_Bones,5
352,38374795-howards-end,3
164,561456.The_Titan_s_Curse,5
211,2175.Madame_Bovary,3
92,2767052-the-hunger-games,3
101,45195.A_Passage_to_India,4
353,5139.The_Devil_Wears_Prada,3
113,41865.Twilight,3
322,18243700-the-assassin-s-blade,5
137,4406.East_of_Eden,4
442,3099787-night-world-no-1,2
374,157993.The_Little_Prince,4
432,4214.Life_of_Pi,3
86,22463.The_Origin_of_Species,3
499,34484.Small_Gods,4
377,6.Harry_Potter_and_the_Goblet_of_Fire,4
357,15622.Native_Son,4
247,168642.In_Cold_Blood,3
337,248704.It_s_Kind_of_a_Funny_Story,3
346,6350972-tote-m-dchen-l-gen-nicht,3
158,7896527-throne-of-glass,5
52,46164.Tender_Is_the_Night,3
64,18114322-the-grapes-of-wrath,3
184,2767.A_People_s_History_of_the_United_States,3
135,28186.The_Sea_of_Monsters,4
165,11505797-beautiful-disaster,2
287,16220184-crossroads-and-the-himalayan-crystals,5
254,7494.Suzanne_s_Diary_for_Nicholas,4
29,13872.Geek_Love,4
83,45195.A_Passage_to_India,2
171,7747064-the-iron-daughter,3
451,40605251-the-mists-of-avalon,2
377,529626.Sometimes_a_Great_Notion,4
2,13496.A_Game_of_Thrones,3
323,7791997-crescendo,3
226,6882.Papillon,5
345,40593473-finding-hope-in-the-darkness-of-grief,4
319,321552.The_Agony_and_the_Ecstasy,3
262,297673.The_Brief_Wondrous_Life_of_Oscar_Wao,3
351,13928.Daughter_of_the_Forest,5
255,518848.Sabriel,5
131,29588376-the-lies-of-locke-lamora,3
402,2731276-the-story-of-edgar-sawtelle,4
471,5526.Dear_John,3
412,45195.A_Passage_to_India,3
205,12749.Swann_s_Way,3
403,47021.The_Taming_of_the_Shrew,2
95,18710190-allegiant,2
475,8913370-fingersmith,3
438,270730.Crank,5
473,11324204-houdini-heart,5
327,10140661-gabriel-s-inferno,4
40,18405.Gone_with_the_Wind,5
16,6339664-hush-hush,1
143,30659.Meditations,4
165,2156.Persuasion,4
220,35545737-a-walk-to-remember,2
491,9460487-miss-peregrine-s-home-for-peculiar-children,2
432,17333223-the-goldfinch,4
343,34268.Peter_Pan,3
81,140075.All_Together_Dead,4
121,6969.Emma,3
368,11857408-fifty-shades-darker,4
129,5107.The_Catcher_in_the_Rye,1
458,43483262-love-is-the-answer-god-is-the-cure,5
269,8490112-daughter-of-smoke-bone,3
467,42899.Dark_Lover,3
408,36336078-call-me-by-your-name,3
317,40873273-snow-flower-and-the-secret-fan,4
364,24800.House_of_Leaves,4
222,24280.Les_Mis_rables,4
111,19547856-simon-vs-the-homo-sapiens-agenda,5
263,7735333-matched,5
191,8709527-bloodlines,2
431,92517.The_Glass_Menagerie,2
353,15622.Native_Son,4
403,334123.The_Amulet_of_Samarkand,3
287,305234.Wicked_Lovely,3
341,18114322-the-grapes-of-wrath,4
224,17690.The_Trial,4
101,10987.Voyager,4
332,9293020-the-elephant-tree,3
494,547094.I_Am_Legend_and_Other_Stories,4
343,9328.The_House_of_the_Spirits,3
39,8852.Macbeth,3
221,9284655-tiger-s-curse,4
56,29579.Foundation,5
224,13188676-ignite-me,4
264,119073.The_Name_of_the_Rose,5
489,119322.The_Golden_Compass,5
465,76778.The_Martian_Chronicles,5
220,42899.Dark_Lover,3
223,12395.Journey_to_the_End_of_the_Night,3
493,7896527-throne-of-glass,5
94,2595138-the-gargoyle,4
209,6.Harry_Potter_and_the_Goblet_of_Fire,4
141,16068905-fangirl,2
142,7304203-shadowfever,4
129,872333.Blue_Bloods,3
372,2722413-evernight,3
199,29059.Choke,2
373,15745753-eleanor-park,3
126,17716.Waiting_for_Godot,3
82,18460392-all-the-bright-places,2
423,764347.Unwind,3
278,5203.She_s_Come_Undone,5
260,8909.The_War_of_the_Worlds,4
96,101299.The_Reader,5
449,11768.The_Hotel_New_Hampshire,4
18,99300.The_Yellow_Wallpaper_and_Other_Stories,4
219,21484.The_Winds_of_War,3
49,38374795-howards-end,3
259,16248068-the-elite,4
197,228665.The_Eye_of_the_World,2
359,43916.Magician,3
243,11566.The_Green_Mile,5
459,13831.Alanna,5
72,40937505,5
241,10920.Cold_Mountain,4
17,17347634-me-before-you,5
213,6567017-will-grayson-will-grayson,5
20,14905.The_Complete_Novels,4
139,7488244-unearthly,5
367,11507.My_Name_Is_Asher_Lev,3
74,30933.Brideshead_Revisited,3
489,6969.Emma,1
57,9777.The_God_of_Small_Things,5
139,12985.The_Tempest,4
266,28186.The_Sea_of_Monsters,2
57,40604658-jurassic-park,4
39,3682.A_Great_and_Terrible_Beauty,3
434,14497.Neverwhere,3
368,2120932.The_Battle_of_the_Labyrinth,3
465,16299.And_Then_There_Were_None,2
224,10975.The_Sound_and_the_Fury,3
497,11297.Norwegian_Wood,5
296,452306.The_Sisterhood_of_the_Traveling_Pants,4
138,32542.A_Time_to_Kill,3
130,52529.The_Secret,1
275,8127.Anne_of_Green_Gables,4
4,65605.The_Magician_s_Nephew,3
449,12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,3
349,22205.This_Lullaby,3
55,12232938-the-lovely-bones,4
97,29588376-the-lies-of-locke-lamora,5
143,10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,3
69,395871.The_Awakening_The_Struggle,4
220,135836.Trainspotting,3
487,7046495-lover-mine,5
227,3836.Don_Quixote,1
264,36236125-invisible-monsters,4
430,14706.Faust_First_Part,2
492,9361589-the-night-circus,3
354,4948.The_Very_Hungry_Caterpillar,3
486,35545737-a-walk-to-remember,3
174,4374400-if-i-stay,4
320,84136.Fantasy_Lover,5
223,27822.Eugene_Onegin,3
383,41637836-the-subtle-knife,4
373,188572.The_Complete_Sherlock_Holmes,3
99,10799.A_Farewell_to_Arms,2
359,472331.Watchmen,2
305,114345.The_Little_House_Collection,3
95,251688.Breakfast_at_Tiffany_s_and_Three_Stories,3
166,39280444-speak,3
464,6853.One_for_the_Money,3
85,10507293-the-selection,3
165,156538.North_and_South,3
245,298275.Nausea,4
213,4989.The_Red_Tent,5
244,19691.The_Hunt_for_Red_October,5
196,10916.The_Pact,3
458,3412.The_Thorn_Birds,5
417,22055262-a-darker-shade-of-magic,3
49,6294.Howl_s_Moving_Castle,3
418,28676.American_Psycho,4
65,40495148-blindness,4
7,34497.The_Color_of_Magic,4
398,2122.The_Fountainhead,4
295,157993.The_Little_Prince,5
119,249747.Artemis_Fowl,3
301,3236307-graceling,3
303,77566.Hyperion,3
315,53450218-the-past,5
175,42697.Exodus,3
387,10799.A_Farewell_to_Arms,1
284,77013.As_I_Lay_Dying,5
277,1326258.Chosen,3
180,5439.Interpreter_of_Maladies,5
180,10967.The_Fiery_Cross,4
186,11588.The_Shining,3
492,41684.The_Jungle_Books,3
134,22034.The_Godfather,5
196,46787.Uncle_Tom_s_Cabin,4
429,338798.Ulysses,5
248,5326.A_Christmas_Carol,4
494,23522.Mythology,4
406,298275.Nausea,2
470,12232938-the-lovely-bones,3
437,41817486-a-clockwork-orange,3
441,7437.Naked_Lunch,3
13,93.Heidi,3
8,3431.The_Five_People_You_Meet_in_Heaven,5
451,12497.No_Country_for_Old_Men,5
341,320.One_Hundred_Years_of_Solitude,2
407,497199.Factotum,2
483,1202.Freakonomics,5
212,128029.A_Thousand_Splendid_Suns,3
131,35519.The_Power_of_Myth,4
179,19501.Eat_Pray_Love,3
245,19547856-simon-vs-the-homo-sapiens-agenda,5
13,6853.One_for_the_Money,4
325,18143977-all-the-light-we-cannot-see,3
72,3591262-cutting-for-stone,4
456,15745753-eleanor-park,4
339,54539.Silas_Marner,4
444,113946.How_the_Grinch_Stole_Christmas_,4
240,3636.The_Giver,4
415,8755785-city-of-heavenly-fire,3
445,16735.The_Prince_of_Tides,4
426,119322.The_Golden_Compass,3
354,5287473-hex-hall,4
296,23766634-a-court-of-wings-and-ruin,4
448,3682.A_Great_and_Terrible_Beauty,4
291,33.The_Lord_of_the_Rings,4
75,50798.Jude_the_Obscure,2
333,10441.The_Memory_Keeper_s_Daughter,5
212,11012.Dubliners,4
251,187181.The_Chosen,2
73,40605329-the-mysterious-benedict-society,4
171,402093.Sh_gun,3
109,77295.Gift_from_the_Sea,3
364,52036.Siddhartha,3
128,264.The_Portrait_of_a_Lady,3
123,3777732-city-of-glass,4
467,9328.The_House_of_the_Spirits,4
419,1241.A_Million_Little_Pieces,4
119,4374400-if-i-stay,4
321,88077.The_Magic_Mountain,2
451,170448.Animal_Farm,4
417,1423.The_Compleat_Works_of_Wllm_Shkspr,4
295,27774758-an-ember-in-the-ashes,4
338,28187.The_Lightning_Thief,2
99,149267.The_Stand,5
156,16328.The_Murder_of_Roger_Ackroyd,5
148,6400090-the-last-song,4
52,30346601-brainwalker,4
466,391729.The_Tell_Tale_Heart_and_Other_Writings,5
124,99561.Looking_for_Alaska,3
222,40603730-safe-haven,3
348,4069.Man_s_Search_for_Meaning,4
108,6752378-city-of-fallen-angels,4
105,50398.Northanger_Abbey,3
54,11918.Bitten,3
148,12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,4
226,140077.Dead_to_the_World,4
274,11505797-beautiful-disaster,3
313,12749.Swann_s_Way,5
385,227711.I_Know_This_Much_Is_True,4
129,355697.All_Quiet_on_the_Western_Front,3
92,5664985-along-for-the-ride,3
79,18144590-the-alchemist,4
77,4214.Life_of_Pi,4
472,40389231-cold-sassy-tree,2
488,77013.As_I_Lay_Dying,4
52,29059.Choke,1
315,9809.Invisible_Cities,4
489,28187.The_Lightning_Thief,3
379,11901.The_Witching_Hour,3
422,7260188-mockingjay,3
128,11566.The_Green_Mile,5
283,5043.The_Pillars_of_the_Earth,5
111,89717.The_Haunting_of_Hill_House,1
298,248596.Something_Wicked_This_Way_Comes,3
41,89724.We_Have_Always_Lived_in_the_Castle,5
478,40611328-ishmael,5
205,4406.East_of_Eden,5
400,58345.The_Awakening,3
280,41865.Twilight,3
482,136251.Harry_Potter_and_the_Deathly_Hallows,5
344,18243700-the-assassin-s-blade,3
248,2744.Anansi_Boys,4
301,12996.Othello,4
340,135479.Cat_s_Cradle,4
33,676924.Betrayed,3
116,1622.A_Midsummer_Night_s_Dream,3
494,14201.Jonathan_Strange_Mr_Norrell,2
238,32075671-the-hate-u-give,1
59,16068905-fangirl,4
363,25480342-a-monster-calls,5
479,10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,3
336,20820994-i-ll-give-you-the-sun,3
489,5.Harry_Potter_and_the_Prisoner_of_Azkaban,4
432,7896527-throne-of-glass,3
322,8127.Anne_of_Green_Gables,4
240,305234.Wicked_Lovely,2
264,5907.The_Hobbit_or_There_and_Back_Again,2
125,40603730-safe-haven,3
288,15823480-anna-karenina,3
122,4214.Life_of_Pi,4
479,43889.Wizard_s_First_Rule,3
462,2299110.Acheron,2
311,3008.A_Little_Princess,3
308,30264.Dead_Witch_Walking,4
58,872333.Blue_Bloods,4
213,31338.Memnoch_the_Devil,4
192,36236124-fight-club,4
479,561909.The_Hiding_Place,5
95,10222.The_Far_Pavilions,4
465,34268.Peter_Pan,4
76,23919.The_Complete_Stories_and_Poems,4
71,7190.The_Three_Musketeers,3
342,6853.One_for_the_Money,4
110,6304335-beautiful-creatures,4
90,355697.All_Quiet_on_the_Western_Front,3
87,19405702-walks-away-woman,4
235,34532.Hogfather,4
392,6350972-tote-m-dchen-l-gen-nicht,3
480,8682.Jitterbug_Perfume,5
167,5203.She_s_Come_Undone,4
388,5664985-along-for-the-ride,3
398,3263607-the-fellowship-of-the-ring,4
234,15839976-red-rising,4
20,46787.Uncle_Tom_s_Cabin,3
334,11588.The_Shining,4
168,3412.The_Thorn_Birds,5
315,2800905-the-summoning,5
478,22557272-the-girl-on-the-train,4
53,49628.Cloud_Atlas,4
125,73968.Love_Story,2
207,54539.Silas_Marner,4
399,22463.The_Origin_of_Species,3
143,9293020-the-elephant-tree,2
222,7735333-matched,3
198,11991.The_Fall,4
341,17333223-the-goldfinch,2
414,39662.Different_Seasons,5
405,386162.The_Hitchhiker_s_Guide_to_the_Galaxy,2
351,4069.Man_s_Search_for_Meaning,4
228,3591262-cutting-for-stone,4
135,1215032.The_Wise_Man_s_Fear,5
37,13079982-fahrenheit-451,5
64,929.Memoirs_of_a_Geisha,3
253,310612.A_Confederacy_of_Dunces,2
240,4948.The_Very_Hungry_Caterpillar,3
63,45978.Eldest,2
318,16631.Steppenwolf,3
302,547094.I_Am_Legend_and_Other_Stories,5
199,6280118-one-day,2
45,22055262-a-darker-shade-of-magic,4
497,21484.The_Winds_of_War,5
231,53450218-the-past,2
210,12749.Swann_s_Way,2
367,6400090-the-last-song,3
310,30281.Guilty_Pleasures,5
77,2767052-the-hunger-games,4
380,5246.Ethan_Frome,3
196,23807.The_Silence_of_the_Lambs,5
74,6882.Papillon,4
499,3109.The_Omnivore_s_Dilemma,4
227,17899948-rebecca,2
236,5064.World_Without_End,4
162,1898.Into_Thin_Air,4
330,47401.Chocolat,4
137,16248068-the-elite,4
429,7332.The_Silmarillion,4
454,43615.The_Gunslinger,4
374,10507293-the-selection,2
135,3087.A_Room_with_a_View,5
24,11334.Song_of_Solomon,3
360,13214.I_Know_Why_the_Caged_Bird_Sings,3
323,10664113-a-dance-with-dragons,4
470,6801755-flow-down-like-silver,4
480,6690798-the-passage,4
425,5996153-blood-promise,2
433,30236962-the-historian,4
333,5886881-dark-places,4
216,6567017-will-grayson-will-grayson,4
333,17167166-crown-of-midnight,3
4,77295.Gift_from_the_Sea,3
353,41423092-the-awakening,3
32,15622.Native_Son,3
106,838729.The_Return_of_the_King,4
123,40440.The_Thirteenth_Tale,4
280,15783514-the-ocean-at-the-end-of-the-lane,4
224,2248573.Brisingr,3
343,6479259-spirit-bound,3
449,55030.Cosmos,3
117,3570231-at-grave-s-end,5
471,7600924-forbidden,3
396,113436.Eragon,3
323,4268157-perfect-chemistry,4
476,676924.Betrayed,2
204,34497.The_Color_of_Magic,1
145,1617.Night,4
86,7723542-a-dog-s-purpose,5
487,853510.Murder_on_the_Orient_Express,3
358,9293020-the-elephant-tree,3
166,2355575.Cry_Wolf,3
155,529626.Sometimes_a_Great_Notion,3
471,11422.Redeeming_Love,4
136,164154.A_Canticle_for_Leibowitz,4
454,19405702-walks-away-woman,4
251,30183.Marked,4
423,2203.John_Adams,3
336,3388.Corelli_s_Mandolin,4
481,19089.Middlemarch,4
115,426504.Ficciones,3
334,18405.Gone_with_the_Wind,3
166,10569.On_Writing,4
90,22232.Stargirl,5
117,23878688-the-5-love-languages,3
374,9969571-ready-player-one,2
212,170448.Animal_Farm,5
142,9275658-legend,3
38,36576608-flowers-for-algernon,4
487,34384161-quantum-roots-ii,4
131,93101.The_Arabian_Nights,4
152,162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,3
466,10920.Cold_Mountain,4
269,37732.Are_You_There_God_It_s_Me_Margaret,2
93,78983.Kane_and_Abel,5
102,7046495-lover-mine,5
93,4137.Me_Talk_Pretty_One_Day,4
311,18765.I_Claudius,2
33,256566.Everything_Is_Illuminated,4
478,11408650-the-unbecoming-of-mara-dyer,5
66,22232.Stargirl,4
412,133518.The_Things_They_Carried,4
294,5098079-lover-avenged,5
92,13079982-fahrenheit-451,2
271,42898.Lover_Revealed,3
286,40605329-the-mysterious-benedict-society,4
279,19691.The_Hunt_for_Red_October,4
319,1431.Veronika_Decides_to_Die,3
256,7604.Lolita,2
242,32423.Watchers,2
491,5526.Dear_John,3
97,31338.Memnoch_the_Devil,3
492,4268157-perfect-chemistry,1
